title,id,imdb_id,tmdb_id,adult,release_date,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Don't Say a Word,dont+say+a+word+2001,tt0260866,12103,0,2001-09-28,100020092,113,6.0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Melvin Goes to Dinner,melvin+goes+to+dinner+2003,tt0323633,34681,0,2003-12-04,0,83,3.8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bring It On Again,bring+it+on+again+2004,tt0334965,12540,0,2004-01-13,0,90,5.3,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He's Just Not That Into You,hes+just+not+that+into+you+2009,tt1001508,10184,0,2009-02-06,177259441,129,6.2,988,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Hustler,the+hustler+1961,tt0054997,990,0,1961-09-25,7600000,134,7.6,243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
December Boys,december+boys+2007,tt0465436,4629,0,2007-09-20,46474,105,6.2,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Wedding Planner,the+wedding+planner+2001,tt0209475,2018,0,2001-01-26,94728529,103,5.4,433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something's Gotta Give,somethings+gotta+give+2003,tt0337741,6964,0,2003-12-12,266728738,128,6.3,422,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
27 Dresses,27+dresses+2008,tt0988595,6557,0,2008-01-10,160259319,111,6.1,1013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Three Colors: White,three+colors+white+1994,tt0111507,109,0,1994-01-26,0,91,7.3,218,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Porky's II: The Next Day,porkys+ii+the+next+day+1983,tt0086129,19698,0,1983-06-24,33759266,98,5.2,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarhead,jarhead+2005,tt0418763,25,0,2005-11-04,96889998,125,6.6,776,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Dying of Laughter,dying+of+laughter+1999,tt0168080,57544,0,1999-03-12,0,113,6.1,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Bank Job,the+bank+job+2008,tt0200465,8848,0,2008-02-28,64822796,112,6.6,708,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Les Miserables,les+miserables+1995,tt0113828,48750,0,1995-03-22,0,175,6.6,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Hunger Games,the+hunger+games+2012,tt1392170,70160,0,2012-03-12,691210692,142,6.9,9634,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Exotica,exotica+1994,tt0109759,20156,0,1994-09-24,0,103,6.5,64,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Place Beyond the Pines,the+place+beyond+the+pines+2013,tt1817273,97367,0,2013-03-20,35485608,140,6.8,1689,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey,jeffrey+1995,tt0113464,17447,0,1995-08-18,0,92,6.5,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Boys Don't Cry,boys+dont+cry+1999,tt0171804,226,0,1999-09-02,11540607,118,7.2,360,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Maltese Falcon,the+maltese+falcon+1931,tt0022111,28257,0,1931-06-13,0,80,5.9,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Inside Job,inside+job+2010,tt1645089,44639,0,2010-10-08,7871522,109,7.7,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megamind,megamind+2010,tt1001526,38055,0,2010-10-28,321887208,95,6.7,1968,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
South Park: Bigger  Longer & Uncut,south+park+bigger_+longer++uncut+1999,tt0158983,9473,0,1999-06-30,0,81,7.1,916,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Charlie's Angels,charlies+angels+2000,tt0160127,4327,0,2000-11-02,264105545,98,5.6,1253,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Undercover Brother,undercover+brother+2002,tt0279493,12277,0,2002-05-31,41604473,86,5.5,113,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The World According to Garp,the+world+according+to+garp+1982,tt0084917,11307,0,1982-08-13,29712172,136,6.9,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy Game,spy+game+2001,tt0266987,1535,0,2001-11-18,143049560,126,6.8,592,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rashomon,rashomon+1950,tt0042876,548,0,1950-12-26,96568,88,8.0,471,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Into the Wild,into+the+wild+2007,tt0758758,5915,0,2007-09-11,56255142,148,7.8,3139,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Twilight,twilight+2008,tt1099212,8966,0,2008-11-20,392616625,122,5.8,3688,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Gloria,gloria+1999,tt0120683,45712,0,1999-01-22,0,108,5.5,13,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Adventures of Baron Munchausen,the+adventures+of+baron+munchausen+1988,tt0096764,14506,0,1988-12-07,8083123,126,6.9,185,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clash of the Titans,clash+of+the+titans+1981,tt0082186,10323,0,1981-03-15,41092328,118,6.8,208,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Transformers: Revenge of the Fallen,transformers+revenge+of+the+fallen+2009,tt1055369,8373,0,2009-06-19,836297228,150,6.0,3192,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Core,the+core+2003,tt0298814,9341,0,2003-03-28,74208267,136,5.5,531,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Showgirls,showgirls+1995,tt0114436,10802,0,1995-09-22,20350754,128,4.9,261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Bamba,la+bamba+1987,tt0093378,16620,0,1987-07-24,54215416,108,6.8,120,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Austin Powers in Goldmember,austin+powers+in+goldmember+2002,tt0295178,818,0,2002-07-26,296655431,94,5.9,997,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Twilight Saga: Eclipse,the+twilight+saga+eclipse+2010,tt1325004,24021,0,2010-06-23,698491347,124,5.9,2382,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
The Inglorious Bastards,the+inglorious+bastards+1978,tt0076584,22311,0,1978-02-08,0,99,5.9,63,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The SpongeBob SquarePants Movie,the+spongebob+squarepants+movie+2004,tt0345950,11836,0,2004-11-14,140161792,87,6.7,593,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chungking Express,chungking+express+1994,tt0109424,11104,0,1994-07-14,0,102,7.9,249,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3:10 to Yuma,310+to+yuma+2007,tt0381849,5176,0,2007-09-06,70016220,122,6.9,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Children of the Corn,children+of+the+corn+1984,tt0087050,10823,0,1984-03-09,14000000,93,5.6,243,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
Milk,milk+2008,tt1013753,10139,0,2008-11-26,54586584,128,7.1,628,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Tin Cup,tin+cup+1996,tt0117918,10478,0,1996-08-16,53854588,135,5.9,152,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Gods and Monsters,gods+and+monsters+1998,tt0120684,3033,0,1998-01-21,6451628,105,6.8,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Book,black+book+2006,tt0389557,9075,0,2006-09-01,26193068,145,7.2,288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Eyes Wide Shut,eyes+wide+shut+1999,tt0120663,345,0,1999-07-14,162091208,159,7.1,1266,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Now You See Me,now+you+see+me+2013,tt1670345,75656,0,2013-05-29,117698894,115,7.3,5635,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Firestorm,firestorm+1998,tt0120670,41417,0,1998-01-08,0,89,4.7,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Poison Ivy: The New Seduction,poison+ivy+the+new+seduction+1997,tt0119908,18222,0,1997-01-01,0,93,4.1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Central Station,central+station+1998,tt0140888,666,0,1998-01-16,5596708,113,7.6,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ghost and the Darkness,the+ghost+and+the+darkness+1996,tt0116409,10586,0,1996-10-11,75000000,109,6.4,238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilies of the Field,lilies+of+the+field+1963,tt0057251,38805,0,1963-06-04,0,94,6.7,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bringing Down the House,bringing+down+the+house+2003,tt0305669,10678,0,2003-03-07,132675402,105,5.4,191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula,dracula+1992,tt0103874,6114,0,1992-11-13,215862692,128,7.1,1087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Galaxy Quest,galaxy+quest+1999,tt0177789,926,0,1999-12-23,90683916,102,6.9,722,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Run Lola Run,run+lola+run+1998,tt0130827,104,0,1998-08-20,7267585,81,7.2,672,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Pay It Forward,pay+it+forward+2000,tt0223897,10647,0,2000-10-12,55707411,122,7.0,447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
High Noon,high+noon+1952,tt0044706,288,0,1952-03-27,8000000,85,7.6,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Triumph of the Will,triumph+of+the+will+1935,tt0025913,39266,0,1935-03-28,0,114,6.9,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fearless,fearless+1993,tt0106881,10443,0,1993-10-15,0,122,6.8,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Supper,the+last+supper+1995,tt0113613,12520,0,1995-09-08,442965,92,6.5,82,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
House of Games,house+of+games+1987,tt0093223,26719,0,1987-10-11,2585639,102,7.0,83,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Seabiscuit,seabiscuit+2003,tt0329575,4464,0,2003-07-22,148336445,141,6.8,219,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Tootsie,tootsie+1982,tt0084805,9576,0,1982-12-16,177200000,116,6.9,429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blue Collar,blue+collar+1978,tt0077248,14839,0,1978-02-10,6521083,114,7.2,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JFK,jfk+1991,tt0102138,820,0,1991-12-20,205405498,189,7.5,513,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Force of Evil,force+of+evil+1948,tt0040366,26744,0,1948-12-25,0,78,6.6,33,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brother,brother+1997,tt0118767,20992,0,1997-01-01,0,96,6.9,54,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Last Castle,the+last+castle+2001,tt0272020,2100,0,2001-10-19,27642707,131,7.0,290,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Tangled,tangled+2010,tt0398286,38757,0,2010-11-24,591794936,100,7.4,3419,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
French Twist,french+twist+1995,tt0113149,4482,0,1995-02-08,0,95,6.0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Detour,detour+1945,tt0037638,20367,0,1945-11-30,0,67,7.3,64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Apostle,the+apostle+1997,tt0118632,2895,0,1997-10-09,0,134,6.1,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Life Less Ordinary,a+life+less+ordinary+1997,tt0119535,8067,0,1997-10-24,0,103,6.2,130,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
Mulholland Falls,mulholland+falls+1996,tt0117107,10990,0,1996-04-26,0,107,6.2,73,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Love Actually,love+actually+2003,tt0314331,508,0,2003-09-07,244931766,135,7.0,1917,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Last Picture Show,the+last+picture+show+1971,tt0067328,25188,0,1971-10-03,29133000,118,7.6,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Eyre,jane+eyre+1996,tt0116684,47333,0,1996-02-09,0,112,7.1,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Walk the Line,walk+the+line+2005,tt0358273,69,0,2005-09-13,186438883,136,7.3,732,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Porky's,porkys+1981,tt0084522,10246,0,1981-11-13,125728258,94,6.1,185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unforgettable,unforgettable+1996,tt0118040,2045,0,1996-02-23,0,106,5.3,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Dear God,dear+god+1996,tt0116059,38554,0,1996-11-01,0,112,5.1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Sleep,the+big+sleep+1946,tt0038355,910,0,1946-08-23,0,116,7.6,244,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Once Upon a Time in China II,once+upon+a+time+in+china+ii+1992,tt0105839,10618,0,1992-09-16,30399676,113,7.1,54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cars,cars+2006,tt0317219,920,0,2006-06-08,461983149,117,6.6,3991,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Random Hearts,random+hearts+1999,tt0156934,12618,0,1999-10-08,74608570,133,5.3,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Proposition,the+proposition+2005,tt0421238,16608,0,2005-10-06,5048693,104,7.1,221,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Happy Gilmore,happy+gilmore+1996,tt0116483,9614,0,1996-02-16,41205099,92,6.5,767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hangover Part II,the+hangover+part+ii+2011,tt1411697,45243,0,2011-05-25,254455986,102,6.2,3836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Blue,into+the+blue+2005,tt0378109,11968,0,2005-09-30,44434439,110,5.8,466,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Splash,splash+1984,tt0088161,2619,0,1984-03-09,69821334,111,6.1,328,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Counterfeiters,the+counterfeiters+2007,tt0813547,7862,0,2007-02-09,0,98,7.3,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
G.I. Jane,g.i.+jane+1997,tt0119173,4421,0,1997-08-22,48169156,125,6.0,404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bigger Stronger Faster*,bigger+stronger+faster*+2008,tt1151309,13636,0,2008-05-30,307811,105,7.0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Grifters,the+grifters+1990,tt0099703,18129,0,1990-09-14,13446769,110,6.5,112,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My Favorite Year,my+favorite+year+1982,tt0084370,31044,0,1982-10-01,0,92,7.1,35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hero,hero+2002,tt0299977,79,0,2002-12-19,177394432,99,7.3,647,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Road,the+road+2009,tt0898367,20766,0,2009-11-25,27635305,111,6.8,1113,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Versus the Volcano,joe+versus+the+volcano+1990,tt0099892,2565,0,1990-03-09,39404261,102,5.5,150,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Earth Girls Are Easy,earth+girls+are+easy+1988,tt0097257,2210,0,1988-09-08,3916303,100,5.5,110,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
Malice,malice+1993,tt0107497,2246,0,1993-09-29,46405336,107,5.9,105,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte's Web,charlottes+web+2006,tt0413895,9986,0,2006-12-15,144000000,97,5.8,300,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Downfall,downfall+2004,tt0363163,613,0,2004-09-08,92180910,156,7.7,1059,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
The Tailor of Panama,the+tailor+of+panama+2001,tt0236784,2575,0,2001-02-11,28008462,109,6.2,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Nativity Story,the+nativity+story+2006,tt0762121,2447,0,2006-12-01,0,101,6.4,36,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Dick,dick+1999,tt0144168,16406,0,1999-08-04,27500000,94,5.7,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Book of Eli,the+book+of+eli+2010,tt1037705,20504,0,2010-01-14,157107755,118,6.6,2207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Arachnophobia,arachnophobia+1990,tt0099052,6488,0,1990-08-09,53208180,103,6.2,445,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Goodbye  20th Century,goodbye_+20th+century+1998,tt0179196,90762,0,1998-11-17,0,83,7.5,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Rope,rope+1948,tt0040746,1580,0,1948-08-23,2200000,80,7.8,539,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Manhattan,manhattan+1979,tt0079522,696,0,1979-04-25,39946780,96,7.8,600,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Brothers Bloom,the+brothers+bloom+2008,tt0844286,21755,0,2008-09-09,5530764,114,6.8,206,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Houseguest,houseguest+1995,tt0110066,17207,0,1995-01-06,26325256,113,6.0,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hero,hero+1992,tt0104412,10699,0,1992-10-02,0,117,6.3,100,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Sudden Death,sudden+death+1995,tt0114576,9091,0,1995-12-22,64350171,106,5.5,174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sword in the Stone,the+sword+in+the+stone+1963,tt0057546,9078,0,1963-12-25,22182353,79,6.9,935,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla 2000,godzilla+2000+1999,tt0188640,10643,0,1999-12-11,10037390,107,5.9,44,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Dreamlife of Angels,the+dreamlife+of+angels+1998,tt0120449,9840,0,1998-09-16,0,113,6.9,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Eddie,eddie+1996,tt0116168,11107,0,1996-05-31,0,100,5.4,46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mask of Zorro,the+mask+of+zorro+1998,tt0120746,9342,0,1998-07-16,250288523,136,6.3,1211,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord of Illusions,lord+of+illusions+1995,tt0113690,8973,0,1995-08-25,0,119,5.9,87,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Spartacus,spartacus+1960,tt0054331,967,0,1960-10-06,60000000,197,7.3,472,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
One Fine Day,one+fine+day+1996,tt0117247,7300,0,1996-12-20,97529550,108,6.1,160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Backbeat,backbeat+1994,tt0106339,12635,0,1994-04-01,0,100,6.2,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bolt,bolt+2008,tt0397892,13053,0,2008-11-21,309979994,98,6.3,1798,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Braindead,braindead+1992,tt0103873,763,0,1992-08-13,242623,104,7.4,388,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Topsy-Turvy,topsy-turvy+1999,tt0151568,46435,0,1999-09-03,0,160,6.7,41,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tie Me Up! Tie Me Down!,tie+me+up+tie+me+down+1989,tt0101026,2469,0,1989-12-12,0,111,7.0,102,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Babe: Pig in the City,babe+pig+in+the+city+1998,tt0120595,9447,0,1998-11-25,69131860,92,5.3,312,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Grand Hotel,grand+hotel+1932,tt0022958,33680,0,1932-05-25,2594000,112,6.5,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Machinist,the+machinist+2004,tt0361862,4553,0,2004-02-09,8203235,101,7.3,1280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Grease 2,grease+2+1982,tt0084021,9037,0,1982-06-11,15171476,115,4.9,185,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
The Rainmaker,the+rainmaker+1997,tt0119978,11975,0,1997-11-18,45916769,135,6.7,239,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Death to Smoochy,death+to+smoochy+2002,tt0266452,9275,0,2002-03-28,0,109,5.9,133,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Death and the Maiden,death+and+the+maiden+1994,tt0109579,10531,0,1994-05-04,0,103,7.1,92,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Castle Freak,castle+freak+1995,tt0112643,18256,0,1995-08-04,0,95,5.8,40,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
A Low Down Dirty Shame,a+low+down+dirty+shame+1994,tt0110399,26352,0,1994-11-23,29392418,100,6.0,31,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Women Want,what+women+want+2000,tt0207201,3981,0,2000-12-15,374111707,127,6.1,1021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Naked Gun: From the Files of Police Squad!,the+naked+gun+from+the+files+of+police+squad+1988,tt0095705,37136,0,1988-12-02,78756177,85,7.1,1020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District B13,district+b13+2004,tt0414852,10045,0,2004-11-09,9584131,84,6.5,572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
About Schmidt,about+schmidt+2002,tt0257360,2755,0,2002-12-13,105834556,125,6.7,365,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Very Long Engagement,a+very+long+engagement+2004,tt0344510,2841,0,2004-10-26,0,133,7.1,352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Phantom,the+phantom+1996,tt0117331,9826,0,1996-06-06,17300889,100,4.7,138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shall We Dance?,shall+we+dance+1996,tt0117615,11239,0,1996-01-27,0,136,7.2,35,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Harry Potter and the Order of the Phoenix,harry+potter+and+the+order+of+the+phoenix+2007,tt0373889,675,0,2007-06-28,938212738,138,7.4,5633,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Apt Pupil,apt+pupil+1998,tt0118636,9445,0,1998-10-23,0,107,6.2,168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Man on Fire,man+on+fire+2004,tt0328107,9509,0,2004-04-23,130293714,146,7.3,1583,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48 Hrs.,48+hrs.+1982,tt0083511,150,0,1982-12-07,78868508,96,6.5,364,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kiss Kiss Bang Bang,kiss+kiss+bang+bang+2005,tt0373469,5236,0,2005-09-05,15785148,103,7.2,900,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rachel Getting Married,rachel+getting+married+2008,tt1084950,14976,0,2008-10-03,0,113,6.1,165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Proof,death+proof+2007,tt1028528,1991,0,2007-05-21,25037897,113,6.7,1359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jesus Christ Superstar,jesus+christ+superstar+1973,tt0070239,12545,0,1973-08-15,13200000,108,7.1,146,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
